transaction_id,user_id,date,month,category,amount,income
1094,34,2023-03-12,2023-03,Travel,165.94,42936.58
1095,20,2023-02-19,2023-02,Education,1977.09,30097.81
1096,15,2024-04-29,2024-04,Health,2213.55,118530.38
1097,40,2024-08-06,2024-08,Education,2918.57,47836.85
1098,40,2023-04-20,2023-04,Food,541.41,41970.68
1099,10,2023-02-08,2023-02,Entertainment,643.55,55369.67
1100,13,2023-02-05,2023-02,Entertainment,434.18,100902.36
1101,31,2023-12-04,2023-12,Health,1502.05,106465.89
1102,23,2025-02-28,2025-02,Travel,316.5,50241.95
1103,28,2023-10-29,2023-10,Bills,4117.12,33714.85
1104,38,2023-09-23,2023-09,Shopping,1615.42,34407.88
1105,35,2023-04-22,2023-04,Other,215.53,107540.56
1106,1,2023-09-04,2023-09,Bills,4929.06,59570.8
1107,42,2023-06-30,2023-06,Travel,280.23,65843.14
1108,13,2023-03-30,2023-03,Health,2382.29,86721.23
1109,40,2024-02-03,2024-02,Health,957.13,24496.14
1110,39,2024-06-08,2024-06,Travel,594.2,108951.93
1111,20,2023-08-06,2023-08,Entertainment,413.47,68939.25
1112,16,2023-07-20,2023-07,Bills,2716.56,68318.09
1113,19,2024-03-19,2024-03,Education,2487.72,105979.47
1114,18,2024-03-14,2024-03,Food,588.97,61614.54
1115,32,2025-04-09,2025-04,Entertainment,1369.45,108988.37
1116,49,2023-08-17,2023-08,Food,457.1,93623.98
1117,26,2023-09-27,2023-09,Shopping,2005.29,42982.67
1118,39,2023-03-13,2023-03,Entertainment,652.43,86166.73
1119,38,2023-07-10,2023-07,Entertainment,920.68,38527.04
1120,30,2024-03-26,2024-03,Health,1031.1,38283.78
1121,34,2024-12-20,2024-12,Health,1285.69,112712.38
1122,8,2023-09-04,2023-09,Food,499.88,34300.11
1123,14,2024-06-27,2024-06,Shopping,2433.65,56739.07
1124,12,2023-06-26,2023-06,Shopping,2242.5,77322.32
1125,5,2024-12-02,2024-12,Education,5936.87,22523.73
1126,31,2025-02-04,2025-02,Travel,336.04,72195.3
1127,22,2024-01-23,2024-01,Shopping,201.83,107066.9
1128,50,2023-10-03,2023-10,Food,363.57,43205.57
1129,36,2024-04-25,2024-04,Travel,354.89,39950.53
1130,24,2023-02-27,2023-02,Bills,1566.88,114850.29
1131,23,2024-11-16,2024-11,Education,3854.68,112452.25
1132,47,2024-11-29,2024-11,Education,3744.71,20643.52
1133,28,2024-04-17,2024-04,Other,717.36,81525.37
1134,18,2024-05-25,2024-05,Health,2468.26,119955.77
1135,32,2024-05-12,2024-05,Shopping,1314.02,102755.31
1136,13,2023-06-20,2023-06,Health,315.76,40444.84
1137,17,2024-04-11,2024-04,Entertainment,980.42,111060.57
1138,10,2023-12-30,2023-12,Health,2104.85,25024.3
1139,30,2024-02-21,2024-02,Travel,519.14,112838.35
1140,47,2023-01-01,2023-01,Food,657.21,95373.41
1141,16,2023-09-22,2023-09,Shopping,1140.82,66568.25
1142,45,2023-03-13,2023-03,Shopping,2782.63,89562.47
1143,43,2023-08-20,2023-08,Food,239.89,25552.5
1144,39,2024-11-13,2024-11,Travel,408.33,41078.14
1145,29,2024-12-25,2024-12,Entertainment,913.81,112914.47
1146,6,2023-12-08,2023-12,Other,112.86,21915.55
1147,8,2023-08-21,2023-08,Education,2055.41,61858.23
1148,24,2025-03-27,2025-03,Other,365.6,49377.59
1149,40,2025-04-30,2025-04,Other,655.24,79729.24
1150,6,2023-05-27,2023-05,Education,1557.7,49565.45
1151,38,2023-04-29,2023-04,Entertainment,959.5,70633.03
1152,22,2023-08-06,2023-08,Bills,4608.19,53977.02
1153,13,2023-11-04,2023-11,Travel,422.96,74302.14
1154,36,2023-09-04,2023-09,Health,1855.45,99448.08
1155,35,2025-01-19,2025-01,Education,934.17,64279.81
1156,1,2023-07-29,2023-07,Travel,595.43,74100.29
1157,12,2024-04-16,2024-04,Entertainment,652.89,112863.06
1158,44,2023-05-17,2023-05,Other,277.99,91013.26
1159,31,2024-04-16,2024-04,Entertainment,610.92,64877.88
1160,34,2024-08-01,2024-08,Food,272.66,67096.03
1161,42,2023-03-14,2023-03,Bills,3880.3,95386.81
1162,10,2023-07-30,2023-07,Education,5473.98,101740.78
1163,27,2024-04-08,2024-04,Food,648.94,66239.12
1164,41,2024-11-23,2024-11,Food,274.62,91712.06
1165,23,2023-12-17,2023-12,Bills,2105.46,95746.44
1166,4,2023-03-28,2023-03,Entertainment,553.46,30705.72
1167,25,2024-07-31,2024-07,Bills,1330.85,54210.76
1168,25,2025-05-01,2025-05,Shopping,2526.66,31989.11
1169,33,2025-06-02,2025-06,Entertainment,538.73,69281.96
1170,46,2023-10-29,2023-10,Entertainment,1003.52,78360.5
1171,5,2023-03-11,2023-03,Health,3629.17,54395.77
1172,47,2024-04-15,2024-04,Travel,412.26,113155.49
1173,28,2025-01-08,2025-01,Food,496.62,85703.05
1174,3,2024-07-05,2024-07,Other,429.54,52679.47
1175,49,2024-12-12,2024-12,Education,5046.03,100098.07
1176,5,2025-06-08,2025-06,Shopping,1815.2,66398.17
1177,45,2025-05-19,2025-05,Shopping,801.15,26723.42
1178,48,2024-05-28,2024-05,Education,4563.77,23244.34
1179,30,2025-02-17,2025-02,Bills,2895.31,30326.5
1180,26,2024-12-17,2024-12,Health,2358.3,49635.76
1181,28,2025-06-08,2025-06,Travel,486.46,23177.85
1182,21,2024-11-26,2024-11,Education,2411.35,25034.95
1183,25,2024-08-10,2024-08,Food,466.51,41825.99
1184,37,2023-04-21,2023-04,Education,3659.4,33788.53
1185,42,2024-11-24,2024-11,Food,728.42,94517.95
1186,22,2024-11-08,2024-11,Other,901.09,99392.94
1187,47,2025-02-23,2025-02,Travel,230.5,40905.94
1188,17,2023-06-15,2023-06,Health,1973.43,68213.21
1189,6,2023-06-12,2023-06,Education,1716.81,58099.13
1190,15,2025-04-01,2025-04,Education,4690.36,98150.56
1191,31,2023-09-02,2023-09,Education,1623.36,21675.63
1192,5,2024-07-23,2024-07,Entertainment,1073.22,73157.22
1193,26,2025-03-25,2025-03,Travel,311.58,60774.81
1194,6,2024-07-24,2024-07,Education,4110.25,117115.09
1195,17,2023-09-06,2023-09,Food,600.33,26845.05
1196,44,2025-06-05,2025-06,Health,2146.74,97357.21
1197,47,2024-02-23,2024-02,Shopping,415.05,55466.62
1198,36,2024-11-05,2024-11,Other,433.05,103364.4
1199,40,2023-11-13,2023-11,Health,1865.07,109926.04
1200,50,2023-03-06,2023-03,Travel,294.26,95002.84
1201,6,2025-04-05,2025-04,Education,3457.81,47809.95
1202,15,2025-01-20,2025-01,Travel,208.4,75632.8
1203,16,2025-01-01,2025-01,Bills,4582.62,35628.37
1204,26,2023-10-11,2023-10,Education,3350.52,91011.48
1205,3,2025-01-27,2025-01,Education,2247.32,116867.46
1206,31,2023-07-20,2023-07,Travel,222.18,103649.85
1207,7,2024-05-18,2024-05,Education,3055.37,57961.68
1208,16,2025-03-08,2025-03,Entertainment,1165.74,73129.4
1209,5,2025-06-03,2025-06,Health,1828.14,93149.65
1210,43,2024-01-17,2024-01,Bills,1158.96,103292.97
1211,6,2024-09-25,2024-09,Health,1101.15,30761.42
1212,29,2023-01-06,2023-01,Shopping,903.27,104421.23
1213,40,2025-06-08,2025-06,Travel,332.75,50846.83
1214,20,2023-01-06,2023-01,Travel,228.87,23926.94
1215,3,2023-04-16,2023-04,Bills,528.71,117835.48
1216,4,2024-03-27,2024-03,Health,1088.81,41088.62
1217,32,2024-12-26,2024-12,Health,3317.62,64057.35
1218,1,2023-05-30,2023-05,Shopping,2393.23,46592.85
1219,42,2024-05-29,2024-05,Bills,4989.3,39113.21
1220,14,2023-08-13,2023-08,Travel,287.04,50449.25
1221,9,2025-03-01,2025-03,Shopping,383.94,108711.93
1222,5,2023-02-16,2023-02,Entertainment,820.81,111694.2
1223,25,2023-08-25,2023-08,Bills,3044.39,64225.23
1224,10,2024-12-18,2024-12,Shopping,2227.85,89040.57
1225,30,2024-01-10,2024-01,Shopping,2453.9,25239.13
1226,35,2023-04-26,2023-04,Travel,234.59,27680.74
1227,11,2024-06-06,2024-06,Shopping,2524.42,114825.15
1228,7,2024-05-17,2024-05,Other,301.29,47989.27
1229,2,2025-04-23,2025-04,Other,84.13,112691.63
1230,11,2025-02-22,2025-02,Other,595.25,59289.51
1231,26,2024-10-17,2024-10,Health,242.95,98737.2
1232,47,2023-08-27,2023-08,Health,352.98,78835.22
1233,13,2025-06-18,2025-06,Shopping,2926.64,74419.87
1234,27,2023-10-10,2023-10,Other,587.77,95145.29
1235,47,2025-06-05,2025-06,Travel,352.43,25057.31
1236,12,2023-05-21,2023-05,Other,840.75,100564.88
1237,17,2024-01-11,2024-01,Other,296.42,28759.13
1238,26,2024-12-20,2024-12,Entertainment,410.89,25055.92
1239,47,2023-03-17,2023-03,Entertainment,537.89,47974.6
1240,14,2023-03-12,2023-03,Food,135.91,69253.54
1241,37,2025-03-07,2025-03,Health,1470.72,59457.23
1242,46,2024-03-11,2024-03,Travel,138.75,77199.59
1243,37,2023-01-27,2023-01,Entertainment,1379.58,74741.48
1244,25,2025-04-17,2025-04,Other,379.23,60771.58
1245,32,2025-02-22,2025-02,Other,212.73,102735.66
1246,30,2023-02-14,2023-02,Food,336.27,100285.12
1247,43,2025-04-09,2025-04,Food,783.22,54481.76
1248,47,2025-04-20,2025-04,Health,1073.98,61130.4
1249,6,2023-04-26,2023-04,Entertainment,1057.72,102606.47
1250,9,2023-10-15,2023-10,Travel,503.39,59699.22
1251,20,2025-05-04,2025-05,Travel,455.87,56047.45
1252,4,2023-10-27,2023-10,Education,946.76,119258.18
1253,42,2024-08-29,2024-08,Other,989.0,117727.99
1254,30,2023-06-08,2023-06,Food,561.6,77780.71
1255,31,2023-12-05,2023-12,Other,985.92,96800.54
1256,10,2023-05-10,2023-05,Bills,3284.47,86536.52
1257,32,2023-05-24,2023-05,Health,2650.47,22353.25
1258,31,2023-04-17,2023-04,Other,314.99,32917.44
1259,21,2023-01-04,2023-01,Shopping,1888.94,72360.05
1260,12,2024-08-29,2024-08,Food,429.67,69223.23
1261,32,2023-11-17,2023-11,Other,669.49,98091.94
1262,7,2024-01-21,2024-01,Travel,381.36,71163.86
1263,19,2024-02-14,2024-02,Health,1293.76,29327.14
1264,11,2024-05-07,2024-05,Travel,124.29,35177.54
1265,27,2025-05-30,2025-05,Shopping,2843.0,96582.9
1266,2,2023-11-12,2023-11,Food,100.94,57810.08
1267,28,2025-03-03,2025-03,Bills,582.74,66406.67
1268,42,2025-03-18,2025-03,Other,357.63,86114.07
1269,42,2023-10-30,2023-10,Other,106.95,33097.37
1270,22,2023-07-04,2023-07,Shopping,2578.45,24499.68
1271,41,2023-12-02,2023-12,Health,1497.01,67852.84
1272,2,2023-01-12,2023-01,Health,1461.49,66533.69
1273,9,2024-06-05,2024-06,Entertainment,260.16,45859.16
1274,20,2023-02-08,2023-02,Education,3972.56,62639.84
1275,36,2024-02-12,2024-02,Education,3209.29,83341.17
1276,14,2023-07-13,2023-07,Health,391.58,109038.43
1277,28,2023-12-06,2023-12,Food,494.74,70027.85
1278,10,2024-09-13,2024-09,Health,541.53,80091.2
1279,14,2024-11-04,2024-11,Travel,554.5,60659.05
1280,6,2023-02-05,2023-02,Health,3967.52,92683.88
1281,16,2023-12-22,2023-12,Travel,383.01,50788.64
1282,45,2023-06-13,2023-06,Education,3879.67,78119.54
1283,23,2024-04-24,2024-04,Entertainment,1171.05,28166.73
1284,5,2024-03-27,2024-03,Entertainment,589.86,32777.47
1285,39,2024-12-18,2024-12,Shopping,2240.58,52353.04
1286,45,2024-08-21,2024-08,Health,2315.0,54273.09
1287,32,2024-06-10,2024-06,Travel,101.93,103151.83
1288,47,2024-07-09,2024-07,Shopping,2019.41,30343.41
1289,23,2024-09-07,2024-09,Health,1295.36,49878.29
1290,43,2025-05-14,2025-05,Entertainment,168.41,52272.66
1291,28,2023-03-24,2023-03,Education,1315.2,29209.88
1292,32,2023-09-08,2023-09,Shopping,2506.1,109878.79
1293,29,2023-11-22,2023-11,Travel,496.74,58404.26
1294,2,2025-04-16,2025-04,Entertainment,674.78,44029.91
1295,1,2024-12-24,2024-12,Education,1259.09,28103.86
1296,39,2024-07-19,2024-07,Health,1887.59,73187.18
1297,26,2024-06-11,2024-06,Shopping,2987.59,78271.44
1298,1,2025-06-13,2025-06,Travel,229.82,50574.4
1299,17,2024-12-06,2024-12,Education,4198.79,88219.17
1300,29,2023-04-22,2023-04,Health,706.2,83239.63
1301,35,2024-12-09,2024-12,Food,504.94,89342.21
1302,45,2023-10-03,2023-10,Health,3063.19,107285.94
1303,19,2023-04-12,2023-04,Entertainment,274.88,98034.79
1304,13,2023-07-07,2023-07,Shopping,2349.0,50752.98
1305,47,2025-05-26,2025-05,Bills,4324.82,39624.57
1306,8,2025-03-20,2025-03,Health,2189.54,48226.25
1307,23,2023-10-26,2023-10,Other,313.95,97151.21
1308,19,2025-01-21,2025-01,Bills,974.68,78558.77
1309,31,2024-03-14,2024-03,Bills,1551.83,83777.41
1310,27,2024-06-06,2024-06,Shopping,316.42,69812.99
1311,6,2025-06-02,2025-06,Shopping,1061.76,81363.79
1312,1,2025-05-16,2025-05,Travel,495.46,78313.02
1313,47,2024-01-11,2024-01,Entertainment,250.76,110773.54
1314,4,2024-10-27,2024-10,Travel,473.75,53730.28
1315,37,2023-02-15,2023-02,Food,612.67,112410.77
1316,13,2024-08-23,2024-08,Health,3366.18,50301.75
1317,4,2023-03-16,2023-03,Shopping,2805.8,87610.5
1318,11,2023-12-14,2023-12,Education,5641.01,45087.91
1319,23,2024-05-12,2024-05,Shopping,1836.72,116932.18
1320,26,2023-02-23,2023-02,Shopping,1506.84,27672.28
1321,14,2023-11-30,2023-11,Shopping,371.09,69930.29
1322,3,2024-12-20,2024-12,Shopping,519.59,114104.83
1323,45,2023-03-20,2023-03,Other,479.48,118580.53
1324,38,2024-09-09,2024-09,Food,529.79,81642.82
1325,38,2023-11-16,2023-11,Education,4975.48,114050.4
1326,22,2025-04-28,2025-04,Health,3827.35,35143.23
1327,10,2024-03-16,2024-03,Bills,3208.13,78173.66
1328,38,2025-03-30,2025-03,Other,332.49,36253.8
1329,34,2024-05-30,2024-05,Entertainment,1141.39,40883.09
1330,26,2023-09-17,2023-09,Other,574.75,79522.97
1331,9,2023-07-08,2023-07,Bills,3096.42,54548.09
1332,19,2023-10-19,2023-10,Bills,2931.26,27928.03
1333,27,2024-06-27,2024-06,Entertainment,1375.83,59631.26
1334,29,2024-06-11,2024-06,Other,580.43,106993.78
1335,31,2023-09-17,2023-09,Bills,3264.8,72366.34
1336,46,2023-02-08,2023-02,Health,2109.47,40077.1
1337,22,2023-07-22,2023-07,Other,801.84,111578.82
1338,36,2024-06-13,2024-06,Other,341.62,39519.72
1339,1,2024-01-18,2024-01,Entertainment,1331.43,117094.02
1340,45,2024-01-25,2024-01,Education,4471.36,24028.55
1341,22,2023-01-19,2023-01,Education,3339.56,78064.52
1342,37,2024-06-25,2024-06,Shopping,2082.3,68127.8
1343,37,2024-06-07,2024-06,Bills,4777.4,22206.61
1344,9,2023-09-03,2023-09,Shopping,441.17,101438.68
1345,33,2025-01-16,2025-01,Entertainment,328.44,63985.56
1346,39,2025-06-03,2025-06,Food,181.52,32709.62
1347,7,2024-11-13,2024-11,Other,486.36,95212.87
1348,33,2023-12-30,2023-12,Health,383.78,102048.76
1349,4,2025-06-09,2025-06,Travel,373.4,55310.29
1350,29,2023-01-22,2023-01,Travel,170.0,113537.82
1351,42,2023-01-25,2023-01,Entertainment,751.27,21456.72
1352,16,2025-05-12,2025-05,Travel,347.61,80508.95
1353,28,2023-06-28,2023-06,Shopping,1951.82,77160.76
1354,45,2024-10-23,2024-10,Entertainment,230.44,80435.93
1355,42,2023-02-22,2023-02,Other,547.23,42677.26
1356,39,2025-06-08,2025-06,Shopping,424.3,64183.37
1357,47,2024-01-22,2024-01,Education,1514.52,40229.39
1358,15,2023-02-04,2023-02,Travel,78.13,59779.34
1359,13,2023-12-15,2023-12,Bills,2674.82,58278.41
1360,20,2023-06-24,2023-06,Other,530.41,26204.14
1361,45,2023-05-16,2023-05,Health,2380.69,76601.84
1362,48,2023-01-09,2023-01,Food,490.51,115979.1
1363,7,2023-01-15,2023-01,Education,4777.96,102233.91
1364,22,2024-02-12,2024-02,Food,467.43,65119.32
1365,10,2024-05-05,2024-05,Education,3740.68,65427.84
1366,49,2023-11-02,2023-11,Health,845.57,32694.44
1367,26,2024-05-08,2024-05,Bills,2833.53,44584.74
1368,23,2023-06-20,2023-06,Education,4298.99,92878.62
1369,25,2024-06-13,2024-06,Travel,560.43,29114.06
1370,28,2024-10-19,2024-10,Health,2755.08,36987.26
1371,28,2023-06-28,2023-06,Bills,1990.16,96597.16
1372,9,2023-08-20,2023-08,Food,557.08,77961.91
1373,4,2025-03-24,2025-03,Health,3956.45,24142.81
1374,26,2024-06-01,2024-06,Travel,450.76,51536.37
1375,30,2024-03-04,2024-03,Health,1100.31,29696.57
1376,18,2024-01-02,2024-01,Shopping,781.79,78769.7
1377,45,2024-01-05,2024-01,Shopping,1129.56,98163.26
1378,13,2023-04-24,2023-04,Food,539.42,84745.79
1379,19,2023-02-04,2023-02,Entertainment,588.65,88729.56
1380,14,2024-01-09,2024-01,Other,743.73,68987.05
1381,1,2024-07-16,2024-07,Shopping,2271.11,81227.58
1382,19,2025-04-29,2025-04,Other,819.94,47265.06
1383,33,2024-06-23,2024-06,Other,813.96,106642.32
1384,49,2023-02-06,2023-02,Food,584.44,33998.74
1385,35,2023-06-17,2023-06,Travel,351.72,60273.95
1386,23,2023-11-06,2023-11,Food,141.42,83280.26
1387,35,2024-03-19,2024-03,Entertainment,1492.01,21107.86
1388,22,2023-03-26,2023-03,Bills,2453.23,32757.02
1389,41,2023-03-06,2023-03,Shopping,1192.26,50282.99
1390,23,2025-05-24,2025-05,Education,2801.14,55781.12
1391,43,2024-10-19,2024-10,Travel,366.58,36145.78
1392,39,2025-05-08,2025-05,Entertainment,919.89,41010.72
1393,47,2024-11-10,2024-11,Bills,1645.43,67302.75
1394,48,2023-12-06,2023-12,Entertainment,1094.11,53056.1
1395,45,2025-04-04,2025-04,Travel,487.93,93502.52
1396,48,2025-03-23,2025-03,Food,441.72,33318.21
1397,37,2025-01-27,2025-01,Bills,2385.95,79929.93
1398,41,2024-06-20,2024-06,Education,2254.75,61551.41
1399,11,2023-09-06,2023-09,Other,280.45,29130.88
1400,11,2024-10-15,2024-10,Travel,107.57,32859.65
1401,35,2023-08-13,2023-08,Travel,100.28,82568.19
1402,49,2025-06-02,2025-06,Other,437.0,72137.7
1403,1,2023-06-02,2023-06,Food,115.8,106166.49
1404,43,2024-04-26,2024-04,Bills,4507.96,79694.52
1405,19,2024-12-23,2024-12,Shopping,1912.61,49574.76
1406,9,2024-10-02,2024-10,Entertainment,592.02,36462.05
1407,16,2025-01-17,2025-01,Education,4848.8,58473.26
1408,25,2025-06-11,2025-06,Food,515.83,78965.35
1409,6,2025-05-13,2025-05,Health,3359.85,37732.66
1410,31,2023-01-10,2023-01,Bills,2831.35,41399.47
1411,24,2025-01-25,2025-01,Education,2482.07,80483.94
1412,4,2023-07-10,2023-07,Shopping,2617.74,50880.23
1413,26,2024-01-23,2024-01,Travel,196.3,53278.09
1414,5,2023-09-04,2023-09,Health,2717.76,100771.78
1415,47,2025-02-08,2025-02,Travel,498.84,21894.54
1416,45,2023-11-26,2023-11,Food,245.88,33292.8
1417,3,2024-05-10,2024-05,Education,2258.59,25711.72
1418,30,2023-04-27,2023-04,Other,50.88,110322.36
1419,42,2023-06-13,2023-06,Food,450.04,87489.32
1420,10,2024-05-22,2024-05,Education,4669.22,96000.55
1421,2,2025-01-27,2025-01,Health,1760.59,40969.03
1422,40,2025-04-11,2025-04,Entertainment,1021.56,113454.39
1423,14,2023-06-28,2023-06,Food,720.4,35137.12
1424,31,2024-03-09,2024-03,Health,1448.52,25446.6
1425,45,2023-05-10,2023-05,Travel,580.87,62818.39
1426,28,2023-04-16,2023-04,Health,2959.22,56696.14
1427,35,2024-08-16,2024-08,Bills,1429.61,51326.65
1428,5,2024-12-26,2024-12,Travel,272.93,46916.16
1429,47,2023-11-14,2023-11,Health,3176.87,110925.27
1430,4,2023-01-15,2023-01,Shopping,2303.58,109699.53
1431,14,2024-04-11,2024-04,Food,769.4,57667.64
1432,19,2023-11-01,2023-11,Health,437.24,68617.37
1433,40,2024-11-21,2024-11,Health,1144.45,51694.26
1434,19,2024-07-07,2024-07,Shopping,1728.59,112620.52
1435,7,2023-06-04,2023-06,Other,795.83,47369.85
1436,6,2023-08-03,2023-08,Other,860.66,52816.01
1437,17,2024-11-16,2024-11,Shopping,2008.03,71057.04
1438,34,2023-10-11,2023-10,Shopping,2446.71,106141.8
1439,14,2024-08-24,2024-08,Travel,96.34,88265.26
1440,39,2023-08-10,2023-08,Other,946.4,107125.16
1441,48,2025-01-05,2025-01,Food,648.25,100324.49
1442,45,2025-06-15,2025-06,Entertainment,957.08,28196.57
1443,4,2023-02-04,2023-02,Bills,4428.69,36885.85
1444,40,2024-06-02,2024-06,Food,602.23,67547.57
1445,38,2023-06-21,2023-06,Bills,1375.41,102055.21
1446,42,2025-06-03,2025-06,Food,545.23,60179.31
1447,37,2024-11-29,2024-11,Health,2496.39,66089.83
1448,5,2024-07-13,2024-07,Entertainment,1269.91,90938.88
1449,35,2023-04-26,2023-04,Education,3078.34,90563.54
1450,31,2023-04-05,2023-04,Other,885.32,92537.16
1451,23,2025-04-29,2025-04,Entertainment,700.5,108638.04
1452,15,2023-03-20,2023-03,Food,772.99,87916.26
1453,36,2023-09-04,2023-09,Bills,1717.52,44879.18
1454,47,2023-12-27,2023-12,Entertainment,328.59,117759.0
1455,32,2023-09-13,2023-09,Health,240.72,74425.73
1456,1,2024-06-29,2024-06,Food,358.4,55719.23
1457,29,2023-04-08,2023-04,Health,836.35,66259.35
1458,31,2024-12-04,2024-12,Entertainment,835.47,33837.16
1459,8,2023-12-13,2023-12,Travel,187.49,27336.41
1460,14,2024-08-23,2024-08,Health,2462.39,61514.57
1461,21,2024-03-20,2024-03,Education,4817.85,39571.26
1462,16,2023-11-02,2023-11,Education,4068.11,61896.98
1463,17,2025-04-27,2025-04,Other,293.81,95211.43
1464,21,2024-04-26,2024-04,Education,4605.0,51157.17
1465,25,2023-11-21,2023-11,Health,1186.49,20164.38
1466,41,2023-06-14,2023-06,Shopping,771.88,61869.51
1467,2,2023-09-22,2023-09,Other,576.13,71297.93
1468,22,2023-10-05,2023-10,Other,831.12,95284.87
1469,46,2024-08-31,2024-08,Health,2951.31,112880.8
1470,33,2024-05-27,2024-05,Entertainment,310.84,71239.28
1471,18,2023-10-10,2023-10,Travel,256.15,82133.06
1472,28,2023-04-16,2023-04,Education,1108.32,23559.02
1473,6,2023-11-14,2023-11,Travel,178.0,25383.05
1474,42,2024-04-16,2024-04,Education,714.27,59181.09
1475,18,2024-11-24,2024-11,Shopping,1155.48,64418.34
1476,39,2023-07-08,2023-07,Entertainment,837.01,106144.57
1477,23,2023-07-01,2023-07,Health,237.66,97804.63
1478,4,2025-04-14,2025-04,Travel,494.44,52072.45
1479,7,2023-10-23,2023-10,Travel,203.69,98250.01
1480,4,2024-05-08,2024-05,Health,1714.84,106292.24
1481,29,2024-04-18,2024-04,Entertainment,616.53,20698.23
1482,12,2023-10-25,2023-10,Entertainment,466.92,101886.93
1483,20,2024-02-15,2024-02,Other,50.57,50781.92
1484,49,2024-01-04,2024-01,Education,1784.62,26818.66
1485,19,2025-04-10,2025-04,Shopping,371.99,42392.46
1486,30,2024-06-17,2024-06,Other,978.62,100786.56
1487,41,2024-07-07,2024-07,Health,605.84,115340.29
1488,48,2024-02-06,2024-02,Other,332.77,49806.62
1489,14,2024-04-15,2024-04,Food,215.0,98316.14
1490,22,2024-07-21,2024-07,Health,1277.71,52628.22
1491,34,2025-03-13,2025-03,Education,4684.87,24273.96
1492,21,2024-04-21,2024-04,Entertainment,310.19,37187.65
1493,1,2023-08-07,2023-08,Food,616.52,33900.22
1494,40,2024-06-21,2024-06,Travel,331.48,96944.26
1495,10,2024-12-04,2024-12,Education,5500.61,101962.49
1496,23,2024-01-26,2024-01,Health,957.03,48418.43
1497,15,2023-06-11,2023-06,Shopping,1255.75,59332.07
1498,14,2023-01-16,2023-01,Food,211.92,89124.67
1499,10,2024-03-09,2024-03,Shopping,1068.86,70334.51
1500,6,2023-05-30,2023-05,Other,752.5,84553.44
1501,47,2024-05-15,2024-05,Food,381.05,99312.85
1502,6,2023-02-14,2023-02,Shopping,720.69,115081.87
1503,13,2024-01-26,2024-01,Travel,193.51,116961.59
1504,33,2024-07-01,2024-07,Bills,1305.93,59221.78
1505,5,2025-04-08,2025-04,Health,2114.02,102915.06
1506,16,2024-08-21,2024-08,Health,2556.92,67774.21
1507,29,2023-06-03,2023-06,Education,4723.83,82856.64
1508,29,2024-06-29,2024-06,Food,415.2,73110.95
1509,7,2024-05-29,2024-05,Shopping,2512.63,89656.14
1510,43,2024-09-08,2024-09,Other,368.05,51370.31
1511,32,2024-06-01,2024-06,Health,1552.64,34850.68
1512,34,2024-10-31,2024-10,Health,3294.66,58212.35
1513,17,2023-04-07,2023-04,Other,236.85,43748.33
1514,42,2025-03-29,2025-03,Travel,403.54,80094.55
1515,41,2023-02-01,2023-02,Shopping,1215.01,102399.77
1516,17,2025-04-11,2025-04,Health,1982.35,100093.87
1517,2,2024-09-30,2024-09,Education,1104.25,108368.4
1518,15,2024-08-23,2024-08,Health,2798.71,22534.86
1519,26,2024-12-15,2024-12,Entertainment,225.25,80981.28
1520,43,2023-04-27,2023-04,Bills,2240.63,28058.08
1521,40,2024-01-01,2024-01,Travel,213.89,28975.95
1522,37,2025-04-04,2025-04,Food,104.23,68386.02
1523,24,2024-10-10,2024-10,Shopping,1159.95,31148.77
1524,50,2024-01-03,2024-01,Other,602.49,91469.57
1525,21,2024-10-22,2024-10,Education,2940.74,48236.79
1526,10,2025-05-26,2025-05,Travel,532.14,92886.98
1527,20,2023-04-11,2023-04,Entertainment,959.15,40126.38
1528,14,2024-03-08,2024-03,Entertainment,305.12,20383.71
1529,20,2024-01-11,2024-01,Other,617.56,108089.52
1530,9,2023-07-24,2023-07,Bills,1656.78,66503.63
1531,37,2023-09-04,2023-09,Entertainment,1154.27,111920.8
1532,25,2023-06-03,2023-06,Other,375.03,116155.07
1533,18,2024-04-24,2024-04,Bills,2700.72,55164.99
1534,42,2025-02-25,2025-02,Travel,362.93,96217.46
1535,49,2024-11-26,2024-11,Shopping,1157.18,63369.43
1536,26,2023-12-21,2023-12,Travel,592.17,99128.43
1537,7,2023-02-15,2023-02,Other,754.55,100509.73
1538,1,2024-07-14,2024-07,Shopping,256.07,26250.69
1539,16,2024-03-17,2024-03,Other,604.25,66420.39
1540,6,2023-05-28,2023-05,Travel,152.53,94936.94
1541,43,2024-10-27,2024-10,Health,975.44,49191.12
1542,26,2023-05-01,2023-05,Health,2033.88,41603.14
1543,4,2025-02-03,2025-02,Travel,267.68,81315.19
1544,44,2023-10-13,2023-10,Entertainment,554.55,116210.21
1545,33,2025-02-19,2025-02,Entertainment,984.69,88067.24
1546,44,2023-10-09,2023-10,Shopping,1630.72,62876.43
1547,40,2024-07-31,2024-07,Shopping,261.84,55796.12
1548,13,2025-03-01,2025-03,Health,1673.24,33836.82
1549,2,2024-08-18,2024-08,Bills,4356.34,113871.46
1550,12,2025-03-18,2025-03,Travel,473.36,117541.04
1551,16,2023-12-05,2023-12,Bills,2037.39,84846.46
1552,6,2023-07-11,2023-07,Shopping,699.57,30815.5
1553,30,2024-01-08,2024-01,Bills,2271.36,67343.57
1554,48,2023-01-19,2023-01,Other,373.0,106964.97
